AC,priority,label-val,between_connectivity,cluster
BTR205A,False,1,0,0.0
BTR205B,False,0,0,0.0
BTR205C,False,0,0,0.0
BTR206A,False,0,0,0.0
BTR206C,False,0,0,0.0
BTR207,False,0,0,0.0
BTR207A,False,1,0,0.0
BTR207B,False,1,0,0.0
BTR208C,False,0,0,0.0
BTR209,False,1,0,0.0
BTR21,False,0,0,2.0
BTR210,False,1,0,3.0
BTR211,False,1,0,4.0
BTR214,False,1,0,3.0
BTR216,False,1,0,3.0
BTR217,False,1,0,3.0
BTR218,False,0,0,3.0
BTR219,False,0,0,3.0
BTR22,False,1,0,4.0
BTR220,False,1,0,3.0
BTR224,False,0,0,3.0
BTR226,False,0,0,3.0
BTR23,False,0,0,4.0
BTR230,False,0,0,0.0
BTR231,False,1,0,3.0
BTR233,False,0,0,2.0
BTR234,False,0,0,3.0
BTR236,False,0,0,2.0
BTR237,False,1,0,2.0
BTR239,False,1,0,2.0
BTR24,False,1,0,2.0
BTR240,False,1,0,4.0
BTR241,False,0,0,4.0
BTR242,False,1,0,4.0
BTR243,False,0,0,4.0
BTR244,False,1,0,3.0
BTR245,False,1,0,2.0
BTR247,False,1,0,4.0
BTR248,False,0,0,2.0
BTR249,False,1,0,4.0
BTR25,False,1,0,2.0
BTR250,False,1,0,1.0
BTR251,False,1,0,0.0
BTR253,False,1,0,2.0
BTR256,False,1,0,4.0
BTR257,False,0,0,2.0
BTR259,False,1,0,2.0
BTR262,False,1,0,2.0
BTR265,False,1,0,0.0
BTR266,False,1,0,2.0
BTR267,False,0,0,4.0
BTR268,False,1,0,2.0
BTR270,False,1,0,1.0
BTR28,False,1,0,0.0
BTR285,False,1,0,4.0
BTR289A,False,1,0,4.0
BTR289B,False,1,0,4.0
BTR298A,False,1,0,0.0
BTR298B,False,1,0,0.0
BTR3,False,0,0,3.0
BTR30,False,0,0,4.0
BTR302,False,1,0,0.0
BTR310,False,1,0,3.0
BTR310A,False,0,0,3.0
BTR33,False,1,0,3.0
BTR34,False,0,0,1.0
BTR35,False,0,0,2.0
BTR36,False,0,0,3.0
BTR37,False,1,0,0.0
BTR39,False,0,0,1.0
BTR4,False,0,0,3.0
BTR42,False,0,0,4.0
BTR43,False,0,0,4.0
BTR44,False,1,0,1.0
BTR45,False,0,0,0.0
BTR47,False,0,0,0.0
BTR48,False,0,0,0.0
BTR49,False,1,0,1.0
BTR5,False,0,0,4.0
BTR50,False,1,0,0.0
BTR51,False,1,0,4.0
BTR52,False,1,0,4.0
BTR54,False,0,0,2.0
BTR55,False,1,0,4.0
BTR56,False,1,0,0.0
BTR57,False,0,0,0.0
BTR58,False,1,0,0.0
BTR61,False,0,0,2.0
BTR62,False,1,0,0.0
BTR63,False,1,0,4.0
BTR64,False,1,0,4.0
BTR66,False,0,0,0.0
BTR68,False,1,0,4.0
BTR69,False,1,0,0.0
BTR7,False,1,0,1.0
BTR8,False,1,0,1.0
BTR9,False,1,0,0.0
BUR102,False,1,0,3.0
BUR103,False,0,0,1.0
BUR105,False,0,0,1.0
BUR108,False,0,0,4.0
BUR110,False,0,0,3.0
BUR112,False,1,0,4.0
BUR113,False,1,0,2.0
BUR114,False,1,0,1.0
BUR116,False,1,0,3.0
BUR12,False,1,0,0.0
BUR121,False,1,0,4.0
BUR122,False,0,0,3.0
BUR128,False,0,0,1.0
BUR135,False,0,0,2.0
BUR142,False,1,0,2.0
BUR143,False,0,0,1.0
BUR144A,False,0,0,2.0
BUR144B,False,0,0,2.0
BUR144C,False,0,0,2.0
BUR144D,False,1,0,2.0
BUR144E,False,0,0,2.0
BUR144F,False,0,0,2.0
BUR144G,False,0,0,4.0
BUR144H,False,0,0,2.0
BUR144I,False,0,0,2.0
BUR144J,False,0,0,4.0
BUR144K,False,0,0,2.0
BUR144L,False,0,0,2.0
BUR145A,False,1,0,4.0
BUR145D,False,0,0,4.0
BUR146,False,0,0,2.0
BUR146A,False,0,0,4.0
BUR146B,False,0,0,4.0
BUR146C,False,0,0,4.0
BUR146D,False,0,0,4.0
BUR149,False,1,0,2.0
BUR149A,False,1,0,3.0
BUR149B,False,1,0,3.0
BUR149C,False,1,0,3.0
BUR149D,False,0,0,3.0
BUR149E,False,1,0,3.0
BUR149F,False,0,0,3.0
BUR15,False,0,0,2.0
BUR150A,False,0,0,4.0
BUR150D,False,0,0,4.0
BUR151,False,0,0,1.0
BUR151B,False,0,0,1.0
BUR152,False,1,0,4.0
BUR152B,False,0,0,4.0
BUR153,False,1,0,1.0
BUR16,False,1,0,1.0
BUR163,False,1,0,2.0
BUR168,False,1,0,0.0
BUR17,False,0,0,2.0
BUR183,False,1,0,0.0
BUR20,False,0,0,1.0
BUR210A,False,1,0,3.0
BUR210B,False,0,0,3.0
BUR210C,False,1,0,3.0
BUR210D,False,0,0,3.0
BUR213C,False,1,0,0.0
BUR219,False,1,0,0.0
BUR23,False,0,0,2.0
BUR24,False,0,0,2.0
BUR25,False,0,0,3.0
BUR28,False,0,0,3.0
CR13,False,0,0,4.0
CR27,False,0,0,2.0
CR3,False,1,0,0.0
CR36,False,0,0,2.0
CR5,False,0,0,3.0
CR7,False,0,0,3.0
CAR1,False,0,0,2.0
CAR10,False,1,0,1.0
CAR11,False,0,0,0.0
CAR116,False,0,0,3.0
CAR119,False,1,0,4.0
CAR120,False,1,0,4.0
CAR123,False,1,0,1.0
CAR127,False,0,0,2.0
CAR13,False,0,0,4.0
CAR136,False,0,0,2.0
CAR136A,False,0,0,4.0
CAR136B,False,0,0,4.0
CAR136C,False,0,0,0.0
CAR136D,False,0,0,0.0
CAR137,False,1,0,0.0
CAR139,False,0,0,2.0
CAR139A,False,0,0,3.0
CAR139B,False,0,0,2.0
CAR139C,False,0,0,4.0
CAR140A,False,0,0,1.0
CAR140B,False,0,0,1.0
CAR141,False,0,0,3.0
CAR144,False,0,0,2.0
CAR146,False,0,0,3.0
CAR148,False,0,0,2.0
CAR149,False,0,0,3.0
CAR15,False,1,0,3.0
CAR151,False,1,0,3.0
CAR154,False,0,0,2.0
CAR155,False,0,0,3.0
CAR159,False,1,0,3.0
CAR161,False,0,0,3.0
CAR162,False,1,0,2.0
CAR163,False,0,0,4.0
CAR164,False,0,0,2.0
CAR165,False,1,0,2.0
CAR167,False,1,0,3.0
CAR168,False,1,0,0.0
CAR169,False,1,0,2.0
CAR171,False,0,0,0.0
CAR173,False,1,0,2.0
CAR174,False,1,0,0.0
CAR175,False,1,0,2.0
CAR177,False,1,0,4.0
CAR179,False,0,0,0.0
CAR18,False,0,0,4.0
CAR180,False,0,0,4.0
CAR181,False,0,0,4.0
CAR183,False,1,0,2.0
CAR184,False,1,0,4.0
CAR190,False,0,0,0.0
CAR2,False,0,0,2.0
CAR21,False,0,0,0.0
CAR22,False,0,0,4.0
CAR24,False,1,0,1.0
CAR26,False,1,0,0.0
CAR28,False,0,0,2.0
CAR29,False,0,0,0.0
CAR31,False,0,0,4.0
CAR33,False,0,0,0.0
CAR34,False,0,0,4.0
CAR35,False,0,0,0.0
CAR36,False,0,0,4.0
CAR37,False,0,0,4.0
CAR38,False,0,0,3.0
CAR4,False,0,0,0.0
CAR48,False,1,0,3.0
CAR5,False,0,0,4.0
CAR59,False,1,0,2.0
CAR6,False,1,0,0.0
CAR60,False,1,0,2.0
CAR61,False,0,0,0.0
CAR62,False,0,0,4.0
CAR63,False,0,0,2.0
CAR64,False,0,0,2.0
CAR66,False,0,0,2.0
CAR67,False,0,0,4.0
CAR68,False,0,0,2.0
CAR69,False,0,0,4.0
CAR71,False,0,0,4.0
CAR92,False,0,0,2.0
CCR106,False,0,0,1.0
CCR107,False,0,0,3.0
CCR109,False,0,0,3.0
CCR111,False,1,0,0.0
CCR112,False,0,0,0.0
CCR113,False,1,0,2.0
CCR118,False,0,0,1.0
CCR123,False,0,0,1.0
CCR125,False,1,0,0.0
CCR126,False,1,0,4.0
CCR129,False,1,0,1.0
CCR134,False,0,0,3.0
CCR140,False,0,0,1.0
CCR141,False,0,0,0.0
CCR142,False,0,0,0.0
CCR144,False,1,0,0.0
CCR145,False,1,0,3.0
CCR149,False,0,0,4.0
CCR155,False,0,0,1.0
CCR156,False,1,0,2.0
CCR157,False,0,0,2.0
CCR158,False,0,0,1.0
CCR160,False,0,0,1.0
CCR161,False,1,0,4.0
CCR163,False,1,0,0.0
CCR165,False,0,0,2.0
CCR167,False,1,0,1.0
CCR169,False,1,0,3.0
CCR170,False,1,0,0.0
CCR172,False,0,0,1.0
CCR177,False,0,0,3.0
CCR18,False,1,0,1.0
CCR180,False,0,0,3.0
CCR21,False,1,0,3.0
CCR27,False,1,0,3.0
CCR33,False,0,0,0.0
CCR39,False,0,0,1.0
CCR51,False,1,0,3.0
CCR52,False,0,0,3.0
CCR53,False,1,0,3.0
CCR56,False,1,0,3.0
CCR60,False,0,0,0.0
CCR62,False,0,0,3.0
CCR63,False,1,0,3.0
CCR64,False,1,0,2.0
CCR65,False,0,0,4.0
CCR67,False,1,0,1.0
CCR68,False,1,0,4.0
CCR71,False,0,0,1.0
CCR8,False,1,0,3.0
CDR1,False,1,0,2.0
CDR10,False,1,0,2.0
CDR11,False,1,0,2.0
CDR13,False,1,0,1.0
CDR14,False,1,0,3.0
CDR15,False,0,0,3.0
CDR18,False,1,0,4.0
CDR19,False,0,0,0.0
CDR2,False,1,0,1.0
CDR24,False,0,0,1.0
CDR25,False,0,0,0.0
CDR26,False,0,0,3.0
CDR3,False,1,0,2.0
CDR4,False,1,0,2.0
CDR44,False,1,0,1.0
CDR45,False,1,0,3.0
CDR5,False,1,0,1.0
CDR52,False,1,0,1.0
CDR6,False,1,0,3.0
CDR7,False,1,0,2.0
CDR74,False,0,0,1.0
CDR75,False,1,0,2.0
CDR76B,False,0,0,0.0
CDR77,False,1,0,1.0
CDR78,False,1,0,2.0
CDR78B,False,0,0,1.0
CDR79,False,1,0,2.0
CDR80B,False,0,0,3.0
CDR81,False,1,0,3.0
CDR82B,False,0,0,1.0
CDR82C,False,0,0,1.0
CDR82D,False,0,0,1.0
CDR82E,False,0,0,1.0
CDR82F,False,0,0,1.0
CDR85,False,0,0,3.0
CDR86,False,0,0,3.0
CDR88,False,1,0,2.0
CDR9,False,1,0,4.0
CDR94,False,0,0,0.0
CFR12,False,0,0,2.0
CFR15,False,1,0,0.0
CFR16,False,0,0,0.0
CFR17,False,0,0,3.0
CFR18,False,1,0,3.0
CFR19,False,1,0,2.0
CFR20,False,1,0,3.0
CFR21,False,1,0,2.0
CFR3,False,1,0,2.0
CFR4,False,1,0,2.0
CFR5,False,0,0,3.0
CFR7,False,1,0,3.0
CFR9,False,1,0,2.0
CGR1,False,1,0,3.0
CGR10,False,0,0,3.0
CGR101,False,1,0,4.0
CGR103,False,0,0,0.0
CGR107,False,0,0,2.0
CGR107A,False,0,0,2.0
CGR109A,False,1,0,0.0
CGR11,False,1,0,3.0
CGR117,False,1,0,2.0
CGR119,False,0,0,0.0
CGR119A,False,0,0,0.0
CGR12,False,0,0,3.0
CGR120,False,1,0,3.0
CGR13,False,0,0,4.0
CGR3,False,1,0,3.0
CGR30,False,1,0,1.0
CGR33,False,1,0,1.0
CGR35,False,1,0,1.0
CGR36,False,1,0,1.0
CGR37,False,1,0,2.0
CGR38,False,1,0,1.0
CGR4,False,0,0,2.0
CGR42,False,1,0,3.0
CGR43,False,1,0,1.0
CGR44,False,1,0,3.0
CGR45,False,1,0,1.0
CGR48,False,0,0,0.0
CGR49,False,0,0,0.0
CGR5,False,0,0,3.0
CGR51,False,0,0,0.0
CGR52,False,1,0,1.0
CGR54,False,0,0,0.0
CGR58,False,0,0,3.0
CGR59A,False,0,0,0.0
CGR6,False,0,0,2.0
CGR63,False,0,0,4.0
CGR63A,False,1,0,4.0
CGR64,False,0,0,2.0
CGR72,False,0,0,4.0
CGR73,False,1,0,4.0
CGR74,False,1,0,2.0
CGR75,False,0,0,1.0
CGR77,False,1,0,1.0
CGR78,False,0,0,1.0
CGR79,False,0,0,1.0
CGR8,False,1,0,0.0
CGR80,False,0,0,4.0
CGR81,False,1,0,4.0
CGR83,False,0,0,1.0
CGR84,False,0,0,1.0
CGR87,False,0,0,4.0
CGR87B,False,0,0,3.0
CGR87C,False,0,0,3.0
CGR88,False,0,0,4.0
CGR88A,False,0,0,4.0
CGR88B,False,0,0,4.0
CGR88C,False,0,0,2.0
CGR88D,False,0,0,4.0
CGR88E,False,0,0,4.0
CGR89,False,1,0,2.0
CGR89A,False,0,0,3.0
CGR89B,False,0,0,3.0
CGR89C,False,0,0,3.0
CGR89D,False,0,0,3.0
CGR9,False,1,0,1.0
CGR90,False,0,0,4.0
CGR90A,False,0,0,4.0
CGR90C,False,0,0,4.0
CGR91,False,1,0,0.0
CGR92,False,1,0,3.0
CGR95,False,0,0,3.0
CGR96,False,0,0,3.0
CGR98,False,0,0,3.0
CHR1,False,0,0,2.0
CHR10,False,0,0,3.0
CHR12,False,0,0,1.0
CHR2,False,0,0,4.0
CHR29,False,1,0,1.0
CHR3,False,1,0,3.0
CHR4,False,0,0,3.0
CHR45,False,0,0,3.0
CHR6,False,0,0,4.0
CMR1,False,0,0,0.0
CMR12,False,1,0,0.0
CMR14,False,0,0,2.0
CMR15,False,1,0,0.0
CMR16,False,0,0,2.0
CMR17,False,1,0,3.0
CMR2,False,1,0,4.0
CMR20,False,0,0,2.0
CMR3,False,1,0,3.0
CMR32,False,0,0,4.0
CMR34,False,1,0,4.0
CMR4,False,0,0,4.0
CMR5,False,1,0,3.0
CMR6,False,0,0,1.0
CMR7,False,0,0,3.0
CMR8,False,1,0,0.0
CMR9,False,1,0,3.0
CPR1,False,0,0,4.0
CPR102,False,0,0,3.0
CPR108,False,0,0,3.0
CPR11,False,1,0,2.0
CPR12,False,0,0,2.0
CPR123,False,1,0,1.0
CPR126,False,0,0,2.0
CPR127,False,0,0,2.0
CPR127A,False,0,0,3.0
CPR127B,False,0,0,3.0
CPR128,False,1,0,0.0
CPR13,False,0,0,4.0
CPR130,False,1,0,2.0
CPR131,False,1,0,3.0
CPR131A,False,0,0,3.0
CPR132,False,1,0,4.0
CPR133,False,0,0,3.0
CPR138,False,1,0,3.0
CPR14,False,0,0,2.0
CPR141,False,0,0,0.0
CPR144,False,1,0,3.0
CPR146,False,0,0,4.0
CPR16,False,1,0,2.0
CPR17,False,1,0,1.0
CPR18,False,1,0,0.0
CPR19,False,1,0,2.0
CPR20,False,1,0,3.0
CPR24,False,0,0,2.0
CPR5,False,1,0,1.0
CPR51,False,1,0,2.0
CPR52,False,1,0,4.0
CPR53,False,1,0,2.0
CPR54,False,1,0,2.0
CPR6,False,0,0,4.0
CPR60,False,1,0,0.0
CPR61,False,1,0,0.0
CPR62,False,1,0,0.0
CPR63,False,1,0,0.0
CPR66,False,0,0,2.0
CPR67,False,0,0,4.0
CPR69,False,0,0,0.0
CPR8,False,0,0,3.0
CPR88,False,1,0,1.0
CPR89,False,0,0,2.0
CPR9,False,0,0,1.0
CPR95,False,1,0,3.0
CSR100,False,1,0,4.0
CSR101,False,0,0,3.0
CSR104,False,0,0,4.0
CSR106,False,0,0,3.0
CSR107,False,0,0,2.0
CSR110,False,1,0,1.0
CSR112,False,0,0,2.0
CSR114,False,0,0,3.0
CSR116,False,0,0,1.0
CSR117,False,1,0,1.0
CSR121,False,0,0,4.0
CSR126,False,0,0,4.0
CSR128,False,0,0,2.0
CSR129,False,0,0,4.0
CSR131,False,1,0,3.0
CSR133,False,1,0,1.0
CSR137,False,1,0,2.0
CSR141,False,1,0,0.0
CSR143,False,1,0,4.0
CSR144,False,1,0,1.0
CSR145,False,1,0,2.0
CSR149,False,1,0,1.0
CSR150,False,0,0,2.0
CSR152,False,0,0,1.0
CSR153,False,1,0,1.0
CSR153B,False,0,0,3.0
CSR153C,False,0,0,3.0
CSR154,False,1,0,1.0
CSR154A,False,0,0,1.0
CSR159,False,1,0,4.0
CSR15A,False,1,0,1.0
CSR161,False,0,0,1.0
CSR177A,False,0,0,1.0
CSR177B,False,0,0,1.0
CSR178A,False,1,0,2.0
CSR188,False,0,0,3.0
CSR199,False,0,0,3.0
CSR30,False,0,0,3.0
CSR32,False,0,0,4.0
CSR33,False,0,0,1.0
CSR35,False,0,0,2.0
CSR37,False,0,0,4.0
CSR38,False,0,0,1.0
CSR41,False,0,0,0.0
CSR42,False,0,0,1.0
CSR43,False,0,0,2.0
CSR44,False,1,0,2.0
CSR48,False,0,0,4.0
CSR50A,False,0,0,4.0
CSR77,False,0,0,2.0
CSR80,False,1,0,4.0
CSR84,False,0,0,2.0
CSR93,False,1,0,1.0
CTR1,False,0,0,3.0
CTR100,False,1,0,1.0
CTR102,False,1,0,4.0
CTR104,False,1,0,2.0
CTR106,False,1,0,2.0
CTR106A,False,0,0,2.0
CTR106B,False,0,0,2.0
CTR107A,False,0,0,4.0
CTR107C,False,0,0,4.0
CTR107D,False,0,0,4.0
CTR108A,False,0,0,1.0
CTR110A,False,0,0,1.0
CTR110B,False,0,0,1.0
CTR113,False,0,0,3.0
CTR114,False,1,0,3.0
CTR115,False,1,0,1.0
CTR118,False,0,0,3.0
CTR12,False,1,0,1.0
CTR121,False,1,0,3.0
CTR124,False,0,0,1.0
CTR126,False,0,0,4.0
CTR127,False,1,0,0.0
CTR128,False,1,0,0.0
CTR17,False,1,0,2.0
CTR17A,False,1,0,2.0
CTR18,False,1,0,3.0
CTR20,False,1,0,1.0
CTR21,False,1,0,2.0
CTR23,False,0,0,0.0
CTR24,False,1,0,3.0
CTR25,False,0,0,1.0
CTR26,False,0,0,2.0
CTR3,False,0,0,1.0
CTR32,False,0,0,0.0
CTR35,False,0,0,3.0
CTR36,False,1,0,1.0
CTR37,False,0,0,3.0
CTR37A,False,0,0,3.0
CTR38,False,1,0,4.0
CTR39,False,1,0,1.0
CTR40,False,1,0,0.0
CTR41,False,0,0,1.0
CTR43,False,0,0,1.0
CTR45,False,0,0,3.0
CTR7,False,1,0,2.0
CTR70,False,0,0,2.0
CTR8,False,1,0,1.0
CTR87,False,0,0,1.0
CTR91,False,0,0,4.0
CTR93,False,0,0,1.0
CTR94,False,0,0,0.0
CTR96,False,0,0,2.0
CTR98,False,0,0,1.0
CTR99,False,0,0,1.0
CVR1,False,1,0,4.0
CVR10,False,0,0,0.0
CVR107,False,1,0,1.0
CVR108,False,1,0,1.0
CVR11,False,0,0,2.0
CVR110,False,1,0,2.0
CVR115,False,1,0,1.0
CVR116,False,1,0,3.0
CVR12,False,1,0,3.0
CVR121,False,0,0,4.0
CVR122,False,1,0,2.0
CVR124A,False,0,0,1.0
CVR13,False,1,0,3.0
CVR131,False,1,0,4.0
CVR132,False,0,0,1.0
CVR133,False,0,0,4.0
CVR134,False,1,0,0.0
CVR14,False,0,0,4.0
CVR143,False,0,0,4.0
CVR149,False,1,0,1.0
CVR15,False,1,0,3.0
CVR150,False,0,0,1.0
CVR153,False,1,0,2.0
CVR154,False,0,0,1.0
CVR157,False,0,0,1.0
CVR158,False,1,0,1.0
CVR163,False,0,0,2.0
CVR167,False,0,0,0.0
CVR170,False,0,0,1.0
CVR171,False,0,0,1.0
CVR174,False,1,0,0.0
CVR175,False,0,0,0.0
CVR176,False,1,0,3.0
CVR177,False,0,0,4.0
CVR179,False,1,0,4.0
CVR18,False,1,0,1.0
CVR181,False,1,0,1.0
CVR184,False,1,0,4.0
CVR185A,False,0,0,4.0
CVR19,False,1,0,0.0
CVR191,False,1,0,1.0
CVR192,False,0,0,3.0
CVR193,False,0,0,3.0
CVR196,False,1,0,3.0
CVR198A,False,0,0,1.0
CVR2,False,0,0,2.0
CVR21,False,0,0,1.0
CVR22,False,1,0,0.0
CVR23,False,1,0,2.0
CVR24,False,0,0,1.0
CVR25,False,1,0,0.0
CVR28,False,1,0,2.0
CVR3,False,0,0,2.0
CVR30,False,1,0,0.0
CVR32,False,1,0,1.0
CVR34,False,0,0,2.0
CVR38,False,0,0,3.0
CVR5,False,1,0,3.0
CVR51A,False,1,0,1.0
CVR53A,False,0,0,3.0
CVR60,False,0,0,2.0
CVR61,False,0,0,4.0
CVR63,False,0,0,1.0
CVR64,False,0,0,0.0
CVR66,False,1,0,2.0
CVR68,False,1,0,0.0
CVR69,False,1,0,4.0
CVR7,False,1,0,3.0
CVR70,False,0,0,1.0
CVR71,False,1,0,2.0
CVR72,False,0,0,0.0
CVR73,False,1,0,4.0
CVR75,False,1,0,4.0
CVR9,False,0,0,1.0
CVR94,False,1,0,1.0
CVR95,False,1,0,2.0
DR1,False,1,0,2.0
DR18,False,0,0,2.0
DR19,False,0,0,3.0
DR20,False,0,0,1.0
DR22,False,1,0,4.0
DR24,False,1,0,4.0
DR26,False,0,0,0.0
DR28,False,1,0,4.0
DR29,False,0,0,0.0
DR30,False,1,0,4.0
DR32,False,1,0,0.0
DR35,False,1,0,0.0
DR36,False,1,0,0.0
DR37,False,0,0,0.0
DR47,False,0,0,1.0
DR48,False,1,0,3.0
DR49,False,0,0,1.0
DR50,False,1,0,4.0
DR51,False,1,0,1.0
DR55,False,0,0,1.0
DR56,False,1,0,4.0
DR58,False,1,0,2.0
DR59,False,1,0,4.0
DR60,False,0,0,3.0
DR62,False,1,0,0.0
DR64,False,1,0,1.0
DR73,False,1,0,4.0
DR74,False,1,0,0.0
DR75,False,0,0,2.0
DRR100,False,0,0,2.0
DRR101,False,0,0,1.0
DRR104,False,0,0,2.0
DRR108,False,1,0,1.0
DRR111,False,0,0,4.0
DRR112,False,1,0,4.0
DRR123,False,1,0,1.0
DRR125,False,1,0,1.0
DRR127,False,0,0,1.0
DRR130,False,1,0,4.0
DRR134,False,0,0,0.0
DRR136,False,0,0,1.0
DRR139,False,0,0,1.0
DRR140,False,0,0,1.0
DRR141,False,0,0,3.0
DRR142,False,0,0,1.0
DRR143,False,0,0,1.0
DRR146,False,0,0,2.0
DRR156,False,0,0,3.0
DRR157,False,1,0,1.0
DRR158,False,0,0,1.0
DRR159,False,1,0,2.0
DRR42,False,0,0,3.0
DRR43,False,1,0,3.0
DRR47,False,1,0,4.0
DRR48,False,0,0,1.0
DRR50,False,0,0,3.0
DRR54,False,1,0,4.0
DRR55,False,1,0,1.0
DRR56A,False,0,0,1.0
DRR57,False,1,0,4.0
DRR58,False,0,0,1.0
DRR59,False,1,0,0.0
DRR60,False,1,0,0.0
DRR61,False,0,0,1.0
DRR62,False,0,0,1.0
DRR63,False,1,0,4.0
DRR64,False,1,0,2.0
DRR84,False,1,0,3.0
DRR85,False,1,0,3.0
DRR88,False,1,0,1.0
DRR95,False,0,0,3.0
DVR102,False,0,0,1.0
DVR103,False,0,0,1.0
DVR104,False,0,0,0.0
DVR106,False,0,0,2.0
DVR109,False,0,0,2.0
DVR117,False,0,0,1.0
DVR118,False,0,0,1.0
DVR119,False,0,0,1.0
DVR122,False,0,0,1.0
DVR125,False,0,0,4.0
DVR126,False,1,0,3.0
DVR127,False,1,0,3.0
DVR128,False,1,0,3.0
DVR132,False,1,0,4.0
DVR134,False,0,0,3.0
DVR137,False,0,0,2.0
DVR138,False,1,0,3.0
DVR140,False,1,0,4.0
DVR141,False,0,0,3.0
DVR142,False,1,0,3.0
DVR143,False,0,0,3.0
DVR150,False,1,0,4.0
DVR154,False,1,0,3.0
DVR155,False,0,0,0.0
DVR156,False,1,0,2.0
DVR158,False,1,0,4.0
DVR159,False,1,0,1.0
DVR160,False,1,0,2.0
DVR168,False,1,0,3.0
DVR169,False,0,0,1.0
DVR169A,False,0,0,1.0
DVR178,False,1,0,1.0
DVR23,False,1,0,3.0
DVR24A,False,0,0,3.0
DVR30,False,0,0,3.0
DVR31,False,0,0,4.0
DVR37,False,0,0,1.0
ER107,False,1,0,2.0
ER144A,False,0,0,0.0
ER145A,False,0,0,2.0
ER147A,False,0,0,2.0
ER148A,False,0,0,2.0
ER151A,False,0,0,1.0
ER152,False,0,0,0.0
ER152A,False,0,0,0.0
ER153A,False,0,0,0.0
ER154A,False,0,0,3.0
ER155A,False,0,0,0.0
ER156A,False,0,0,2.0
ER157A,False,1,0,2.0
ER158A,False,0,0,0.0
ER159A,False,1,0,0.0
ER160A,False,0,0,3.0
ER161A,False,0,0,0.0
ER162A,False,0,0,2.0
ER163A,False,0,0,0.0
ER164A,False,0,0,2.0
ER165A,False,0,0,2.0
ER167A,False,0,0,1.0
ER168A,False,0,0,0.0
ER169A,False,0,0,2.0
ER172,False,0,0,0.0
ER173,False,0,0,0.0
ER175,False,1,0,4.0
ER176,False,0,0,4.0
ER177,False,0,0,0.0
ER178,False,0,0,4.0
ER179,False,0,0,4.0
ER181,False,0,0,4.0
ER21,False,1,0,4.0
ER236,False,1,0,2.0
ER237,False,1,0,4.0
ER239,False,0,0,0.0
ER240,False,1,0,1.0
ER241,False,0,0,0.0
ER241S,False,0,0,0.0
ER242,False,0,0,0.0
ER243,False,0,0,0.0
ER244,False,1,0,2.0
ER247A,False,1,0,2.0
ER248,False,0,0,2.0
ER249,False,1,0,3.0
ER25,False,1,0,2.0
ER250,False,0,0,0.0
ER251,False,1,0,0.0
ER252,False,0,0,2.0
ER255,False,0,0,0.0
ER256,False,0,0,2.0
ER258,False,0,0,0.0
ER259,False,1,0,3.0
ER26,False,1,0,1.0
ER260,False,1,0,1.0
ER261,False,1,0,0.0
ER262,False,0,0,2.0
ER263,False,1,0,2.0
ER265,False,1,0,1.0
ER265A,False,1,0,1.0
ER267,False,1,0,0.0
ER268,False,1,0,3.0
ER269,False,0,0,2.0
ER26S,False,1,0,1.0
ER271,False,1,0,4.0
ER274,False,1,0,3.0
ER275,False,1,0,2.0
ER279,False,0,0,0.0
ER280,False,1,0,2.0
ER281,False,1,0,3.0
ER282,False,1,0,0.0
ER287,False,0,0,3.0
ER288,False,1,0,1.0
ER290,False,1,0,3.0
ER292,False,1,0,3.0
ER293,False,1,0,0.0
ER295,False,0,0,1.0
ER297,False,1,0,2.0
ER298,False,0,0,4.0
ER299,False,1,0,3.0
ER300,False,0,0,2.0
ER301,False,0,0,4.0
ER302,False,1,0,3.0
ER303,False,0,0,2.0
ER304,False,1,0,0.0
ER305S,False,0,0,2.0
ER306,False,0,0,4.0
ER307,False,0,0,2.0
ER308,False,0,0,3.0
ER309,False,1,0,3.0
ER310,False,1,0,3.0
ER311,False,0,0,3.0
ER312,False,0,0,0.0
ER313,False,1,0,3.0
ER314,False,1,0,3.0
ER316,False,1,0,3.0
ER317,False,1,0,4.0
ER319,False,0,0,3.0
ER324,False,1,0,0.0
ER326,False,0,0,2.0
ER329,False,0,0,3.0
ER330,False,0,0,3.0
ER331,False,1,0,0.0
ER332,False,0,0,2.0
ER336,False,1,0,3.0
ER336S,False,1,0,3.0
ER338,False,0,0,3.0
ER34,False,1,0,0.0
ER342,False,0,0,0.0
ER343,False,0,0,4.0
ER344,False,1,0,3.0
ER346,False,0,0,0.0
ER347,False,0,0,0.0
ER347A,False,0,0,4.0
ER349,False,0,0,0.0
ER350,False,0,0,0.0
ER351,False,0,0,2.0
ER353,False,1,0,3.0
ER355,False,1,0,3.0
ER356,False,0,0,4.0
ER357,False,1,0,1.0
ER358,False,0,0,0.0
ER360,False,1,0,3.0
ER361,False,0,0,2.0
ER362,False,1,0,0.0
ER364S,False,1,0,3.0
ER365,False,0,0,3.0
ER366,False,1,0,3.0
ER367,False,0,0,3.0
ER368,False,0,0,3.0
ER368S,False,0,0,3.0
ER369,False,0,0,3.0
ER37,False,1,0,2.0
ER370,False,0,0,0.0
ER371,False,0,0,2.0
ER374S,False,0,0,3.0
ER376,False,1,0,0.0
ER377,False,0,0,3.0
ER378,False,0,0,4.0
ER379,False,0,0,3.0
ER38,False,0,0,0.0
ER381,False,1,0,2.0
ER382A,False,1,0,3.0
ER383,False,0,0,3.0
ER394,False,1,0,3.0
ER395,False,0,0,3.0
